"id","index","type","score","date","speaker","party","function","role","paragraphs_count","house","highlight text"
"uk.proc.d.1954-02-24.15.1.32","uk.proc","speech",0.7144943,"1954-02-24","Mr. Eden","Conservative","The Secretary of State for Foreign Affairs","government",9,"commons","I shall be quite embarrassed if I have to intervene much more in the debate. We must face this argument; it is worth while thoroughly to thrash it out. If Germany is to be neutralised, if she is to have national forces of her own—and that is what the <em>Soviet</em> proposal is, that she should have national forces; that is what the <em>Soviet</em> draft treaty"
"uk.proc.d.1980-01-24.12.1.103","uk.proc","speech",0.7144943,"1980-01-24","Mr. Shore","Labour","","mp",11,"commons"," it is in the interests of the <em>Soviet</em> Union. President Carter said: SALT II is in our mutual interest. It is neither an American favour to the <em>Soviet</em> Union, nor a <em>Soviet</em> favour to the United States. Ratification of the SALT II treaty would represent a major step forward in restraining the continued growth of <em>Soviet</em> strategic forces. Because SALT II"
"uk.proc.d.1968-12-12.7.1.122","uk.proc","speech",0.7144943,"1968-12-12","Mr. Mendelson","Labour","","mp",8,"commons"," strength. There was not a modicum of policy or diplomacy in his contribution, while my hon. Friend did justice to both parts of the subject and stressed the importance of the Government continuing to seek political solutions and agreements. One of the gravest aspects of the wholly unjustified invasion of Czechoslovakia by the <em>Soviet</em> Union and the"
"uk.proc.d.1958-07-22.19.1.134","uk.proc","speech",0.7144943,"1958-07-22","Mr. Neil McLean","Conservative","","mp",8,"commons"," that sort of thing at this conference. All of us, the <em>Soviet</em> Union, ourselves and all the Governments of the world, and indeed the peoples want peace. No one wants war. In this conference, however, we must not be carried away by our hopes for peace nor be depressed by our fears of war. I do not think that total peace or total war will follow this"
"uk.proc.d.1976-03-31.10.1.23","uk.proc","speech",0.7144943,"1976-03-31","Mr. Mason","Labour","The Secretary of State for Defence","government",8,"commons","No, I had better get on. Neither should we forget that the <em>Soviet</em> Union maintains large numbers of troops in Eastern Europe not only to confront the West, but in pursuance of the doctrine of the limited sovereignty of Communist nations within the bloc . The numbers of these garrison troops are much greater than seem necessary to our eyes. But"
"uk.proc.d.1982-07-29.9.1.31","uk.proc","speech",0.7144943,"1982-07-29","Mr. David Atkinson","Conservative","","mp",12,"commons"," the project. I question whether Britain would now be taking the same strong view if the engineering company of John Brown and Company was not involved. Either way, the whole unhappy affair represents yet another failure on the part of the alliance to produce a firm, effective and united approach towards our trading relations with the <em>Soviet</em> bloc. I"
"uk.proc.d.1975-07-09.9.1.92","uk.proc","speech",0.7144943,"1975-07-09","Mr. Peter Blaker","Conservative","","mp",9,"commons","The theory is that the Government's defence policy is based on deterrence—deterrence of an outright attack, deterrence of any military adventures, deterrence of efforts to put pressure on other countries, ourselves or our allies, for political changes by the use of <em>Soviet</em> military forces, but there is a danger—I have in mind especially the"
"uk.proc.d.1983-07-25.12.1.34","uk.proc","speech",0.70889026,"1983-07-25","Mr. Ivan Lawrence","Conservative","","mp",15,"commons","In the brief time available I wish to raise an issue of human rights. I want to question the Government's decision to agree a document at the conclusion of the Madrid conference which turns off the spotlight which has been upon the <em>Soviet</em> Union when its contempt for human rights has been most blatant and heartless. And I want to raise again the"
"uk.proc.d.1978-06-19.6.2.90","uk.proc","speech",0.70889026,"1978-06-19","Mr. George","Labour","","mp",11,"commons"," <em>Soviet</em> foreign policy and <em>Soviet</em> military policy. The Soviets suffer in the same way as we do from the dominance in the decision-making process of the military. They, too, have military planners calling the foreign policy tune. The <em>Soviet</em> Union is not immune from the resultant difficulties experienced by the United States. The way in which the"
"uk.proc.d.1974-07-02.15.1.23","uk.proc","speech",0.70889026,"1974-07-02","Mr. Mason","Labour","The Secretary of State for Defence","government",13,"commons"," well knows, a sensitive backcloth against which our own defence review is being considered. There is the Conference on Security and Co-operation in Europe at Geneva, the Strategic Arms Limitation Talks between the United States and the <em>Soviet</em> Union and the multi-lateral talks on Mutual and Balanced Force Reductions in Vienna. Everyone who takes an"
"uk.proc.d.1941-09-09.17.1.43","uk.proc","speech",0.70889026,"1941-09-09","Mr. Gallacher","Communist","","mp",4,"commons","I think everyone present in this House would agree that the fate of the people of this country is associated with the fate of the people of the <em>Soviet</em> Union. I regretted to hear the discussion to-day taking the form of a sort of editorial committee on the eight points, and I was glad when the Noble Lord introduced the essential question which"
"uk.proc.d.1972-05-15.4.5.69","uk.proc","speech",0.7016195,"1972-05-15","Mr. Fletcher","Labour","","mp",4,"commons","I cannot speak for the Russians and nor would I wish to. But if the Russians were intent on that type of conquest then the nature and quantity of material they have sent to North Vietnam would be considerably different. There would also be considerably more of it. I believe that the <em>Soviet</em> Union is getting rather nervous. What confirms me in this"
"uk.proc.d.1987-11-06.2.4.8","uk.proc","speech",0.7016195,"1987-11-06","Mr. David Amess","Conservative","","mp",4,"commons"," total time that the <em>Soviet</em> Union has been in existence, one realises that it is an appalling fact. The conditions in the hospital where she is detained are not what we in the United Kingdom would accept as satisfactory for the treatment of psychiatric patients and in many cases the conditions are worse than those which exist in ordinary prisons in"
"uk.proc.d.1944-09-26.9.8.3","uk.proc","speech",0.7016195,"1944-09-26","The Prime Minister","Conservative","The Prime Minister","government",4,"commons"," concerned that they were too far from the scene to undertake responsibility for ordering or supporting a general rising in Poland. At the same time, they have consistently used their good offices to promote co-operation and co-ordination of plans in regard to such matters between the Polish and <em>Soviet</em> authorities, and, despite the formidable"
"uk.proc.d.1976-06-10.11.1.51","uk.proc","speech",0.7016195,"1976-06-10","Mr. George","Labour","","mp",4,"commons"," disservice by pointing to the weaknesses which are more imaginary than real. I want to add my comments to those already made on the build-up of the <em>Soviet</em> air force. Many Opposition Members concentrate on the build-up of the mass armour of the Warsaw Pact countries and on the build-up of the <em>Soviet</em> navy. But few hon. Members opposite, or indeed reputable"
"uk.proc.d.1978-03-14.8.1.87","uk.proc","speech",0.7016195,"1978-03-14","Mr. Peter Walker","Conservative","","mp",5,"commons","I think that we were all very moved by the plea made by the hon. Member for Oldham, East (Mr. Lamond) to the <em>Soviet</em> Union to embark upon disarmament. Doubtless his plea will obtain very large coverage in Pravda tomorrow. In urging the <em>Soviet</em> Union to disarm, at least the hon. Member was doing something that most <em>Soviet</em> citizens are not free to do"
"uk.proc.d.1966-07-19.16.1.6","uk.proc","speech",0.7016195,"1966-07-19","The Prime Minister (Mr. Harold Wilson)","Labour","The Prime Minister","government",7,"commons","With permission, Mr. Speaker, I would now like to answer Questions Nos. Q13, 014, Q15 and Q17. As the House knows, I visited Moscow to attend the British Trade Fair, which I toured on Sunday with the <em>Soviet</em> Prime Minister. In common with other hon. Members who have seen the Fair, I was greatly impressed by the range, quality and up-to-date"
"uk.proc.d.1954-12-06.22.1.92","uk.proc","speech",0.7016195,"1954-12-06","Squadron Leader Cooper","Conservative","","mp",4,"commons"," Bevanites and from pacifists within the Labour Party. The pacifists see only evil in atomic weapons and atomic energy and, in calling for the banning of them, they offer no constructive proposals at all. The Bevanites have very different motives altogether. Their sympathies are with the <em>Soviet</em> Union and in opposition to the United States of America"
"uk.proc.d.1982-12-15.13.1.5","uk.proc","speech",0.7016195,"1982-12-15","Mr. Healey","Labour","","mp",4,"commons",". I hope that the hon. Gentleman will not interrupt again, especially with a slightly silly preamble, when he has shown himself to be so vulnerable. I wish to proceed from this passage of arms to the problems of disarmament. The British and French forces are each as powerful as the submarine-based <em>Soviet</em> forces allocated for the European theatre. I"
"uk.proc.d.1969-05-01.21.3.15","uk.proc","speech",0.7016195,"1969-05-01","Sir T. Beamish","Conservative","","mp",16,"commons",". The Under-Secretary described the £½1 million as very modest in relation to the total value of the assets of about £7 million.\"—[OFFICIAL REPORT, Standing Committee A, 19th November, 1968; c. 48.] In terms of money £½ million is not just \"modest\". It is peanuts to the <em>Soviet</em> Government. It compares with giving a threepenny piece to a schoolboy. To"
